wave nunmber,segment nunmber,SpO2(mean),RR(mean),Mean,Median,StandardDeviation,MeanAbsoluteDeviation,Percentile_25,Percentile_75,InterquartileRange,Skewness,Kurtosis,ShannonEntropy,SpectralEntropy,Maxfreq,Maxval,Maxratio,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mean(sys_amp),std(sys_amp),var(sys_amp),mean(foot_amp),std(foot_amp),var(foot_amp),mean(x),std(x),var(x),mean(t1),std(t1),var(t1),mean(tpi),std(tpi),var(tpi),mean(tpp),std(tpp),var(tpp),mean(t1/x),std(t1/x),var(t1/x),mean(t1/tpi),std(t1/tpi),var(t1/tpi),mean(x/(tpi-t1)),std(x/(tpi-t1)),var(x/(tpi-t1)),mean(A1),std(A1),var(A1),mean(A2),std(A2),var(A2),mean(A1/A2),std(A1/A2),var(A1/A2),mean(W_25),std(W_25),var(W_25),mean(W_50),std(W_50),var(W_50),mean(W_75),std(W_75),var(W_75),mean(v1),std(v1),var(v1),mean(tv1),std(tv1),var(tv1),mean(v2),std(v2),var(v2),mean(tv2),std(tv2),var(tv2),mean(a1),std(a1),var(a1),mean(ta1),std(ta1),var(ta1),mean(a2),std(a2),var(a2),mean(ta2),std(ta2),var(ta2),mean(v2/v1),std(v2/v1),var(v2/v1),mean(a2/a1),std(a2/a1),var(a2/a1),mean(tv1/tv2),std(tv1/tv2),var(tv1/tv2),mean(ta1/ta2),std(ta1/ta2),var(ta1/ta2),mean(tv1/ta1),std(tv1/ta1),var(tv1/ta1),mean(tv1/ta2),std(tv1/ta2),var(tv1/ta2),mean(tv2/ta1),std(tv2/ta1),var(tv2/ta1),mean(tv2/ta2),std(tv2/ta2),var(tv2/ta2)
1,3,97.0,21.266666666666666,-1.0751220229714893e-07,-0.2788995573984948,0.9607905891534856,0.8090668802126835,-0.8189654954047028,0.6342309802296449,1.4531964756343476,0.7500630562032151,-0.748583867741957,38.843318949323184,3.8228131381529025,1.5428666666666666,0.9432675302173859,0.29367629028199765,-28.20401853655114,179.43554035016768,129.5852552410315,72.23170840387625,28.38366762527255,6.284676919548472,0.6880635890214656,1.029914149579998,0.38185232624907695,-1.675829964050485,-2.476873491563929,-0.9210392621103569,1.2705647004107896,1.8210582524181242,0.3504851112129609,-1.656357666751526,-2.8215187719588695,-3.2739840634925326,-4.058351953316482,-5.571360244458119,-6.9766364492871915,-7.177309146226239,-6.078414893524048,-4.659674882108707,1.868992220612671,0.18704281622081764,0.03629976761139018,-1.0001388622338099,0.12688917607233327,0.01665575444276241,2.869131082846481,0.2720523124542184,0.07750976166474008,0.20021599999999995,4.9932280532516414e-17,3.784837526709796e-33,0.5559829570732604,0.03560378491199914,0.0012775856581640575,0.6508923765227022,0.03307117969585492,0.002492503921215443,0.10842527208874604,0.011508435605444485,0.00014064590237083783,0.36195265336093757,0.023636896795287556,0.0005636196784136402,8.165348604826182,1.190240222172341,1.4456786642817407,8.430728409175167,2.0710415888018714,4.425412442836638,2.2840445932336255,4.733578881791702,22.583241892811433,-13.675867960306551,86.6494329572641,12422.305796218181,0.31432430425590585,0.03828008482800129,0.001505281311508756,0.17636059527530099,0.012111732749433706,0.0001485223525972577,0.11637374391028585,0.00927791634247764,8.661849351013069e-05,37.55177227134755,4.1820281829231,18.342939412475147,0.11860505230260131,0.0069553834926991765,4.9366087997580036e-05,-21.470263138692808,2.317082881533217,5.554129480564482,0.2728179779391488,0.010306404658410649,0.00010700921467790445,797.7500000560037,114.41314494754683,13528.452611462777,0.0797089351962496,0.007745356926543797,6.0281997320228776e-05,-699.1150148312261,114.08239685307149,13146.466945957109,0.15196439084474675,0.009832493941618139,0.00010381071722956565,-0.5752125194397499,0.0540381608937788,0.0029239227503703733,-0.8807034612799788,0.10551460371222733,0.011248545156248471,0.43503615295517234,0.024469540855866327,0.0006239246861494031,0.5246342326818441,0.048030308684252496,0.0023750527837388376,1.504680430794196,0.10558160632043183,0.011651996959886161,0.782160432236151,0.04039390353585066,0.0017227875882283607,3.4879076537349873,0.3329022352302783,0.12014732342645701,1.806697091025089,0.12634128841113024,0.017758165617314338
1,4,97.0,20.9,-1.4575851375061668e-07,-0.2556238864175337,0.9656825533055026,0.8110238942984207,-0.8235066683962899,0.614465802982824,1.4379724713791138,0.7376086311606797,-0.7214398465131509,39.96263988510766,4.073272116704052,1.5267999999999997,0.9718092143224117,0.3050775578104057,-26.43422063789098,181.3017917004908,130.40306180422706,72.23906161848024,28.276709755723594,6.520422838295735,1.1531786355578386,1.3408120380650421,0.396402977844998,-1.7214420469630136,-2.304872130138254,-0.5731771044036467,1.4850615220818544,1.7100969196382092,0.07950801219698271,-1.7622017827544565,-2.6792874865886187,-3.1691369806313388,-4.3348178523876095,-6.229766607303253,-7.630343274856165,-7.411174813992662,-5.814854958141773,-4.1558286192154235,1.877659307456549,0.21358984698413946,0.04716314429267494,-1.0118143377766315,0.14686232864977225,0.022137257454077422,2.889473645233181,0.32254778544200685,0.10758682711847475,0.20435199999999992,5.453970608471082e-17,3.741696695955522e-33,0.5645594756871036,0.038057526435111344,0.0014499159885754042,0.663963295681063,0.0572519784237206,0.005181924629588309,0.11054456730657036,0.01362868197256548,0.00019423571406204413,0.3640018086754403,0.025054666430243816,0.000628348569761971,8.140355433492376,1.3579054251122427,1.8588730991390556,7.987146629809717,2.3739236761596483,5.7795005379784,2.944726772539334,5.063010855251837,25.61745079394507,-6.303683483604914,48.485852237367226,5879.14958962615,0.32456142071881605,0.037230317087491846,0.0014863517607819452,0.17817142494714583,0.012390858853782606,0.00015952349333339712,0.11644612262156444,0.00806582768827367,6.580416514622602e-05,37.986787047780375,4.860633271579093,24.634056346030917,0.12333161099365748,0.0065678011015256055,4.36522973061159e-05,-21.41780198597251,2.7465142930937945,7.69297741150082,0.2770809725158562,0.009608653768012185,9.286701461140623e-05,808.0028456928587,128.1584497811403,17018.932072478674,0.08530160676532765,0.007471684942972026,5.636845816143638e-05,-716.8765760640379,120.90861570176737,14799.454102684562,0.15622310359408031,0.008107950183569638,6.59259603538209e-05,-0.5672337413454764,0.05681325784164542,0.0032301785658245654,-0.8932786372809601,0.10733596414995263,0.0116184414273584,0.4454756142137784,0.020101438124573545,0.00040631314175425525,0.5461327835084522,0.03942106549812645,0.0016008512681878694,1.4558422975896552,0.08709207529401394,0.007879571309844211,0.790624994289302,0.032269575363895873,0.0010510754755779445,3.282513963324085,0.25789780889932645,0.0687959422680797,1.7796053963773721,0.08722002810319782,0.007840015509643276
1,5,97.0,21.933333333333337,-4.0782411514583325e-08,-0.24475567827519024,0.9790559705200977,0.8250840777909333,-0.848989826038502,0.6337845460624634,1.4827743721009654,0.7109574848589183,-0.772429524181663,40.199951541738386,3.8452547168855307,1.5175666666666665,1.009745122452082,0.31879462751013515,-25.718414784992536,178.20154981636074,127.83787114856234,70.34828052024808,27.00715792080013,5.718721785959552,0.669435953688605,1.0622788980783309,0.20658968196573607,-1.97832271537411,-2.77382019207801,-1.271809361289467,0.7293297186568962,1.1683395026524206,-0.08033493395843877,-1.61365552217582,-2.476584030655291,-3.137392612043467,-4.50854472406961,-6.484806089759131,-7.8521366309595475,-7.6080642878343525,-6.06472385196412,-4.472870088230468,1.894803313399033,0.18464490453953142,0.03574197391102168,-1.0448579497826305,0.1358687170791393,0.01896024657133153,2.939661263181663,0.29327905170440816,0.08921581371811545,0.2021199999999999,7.002731727823174e-17,5.461166950304446e-33,0.5630507822410148,0.03722427242480426,0.0013862407174035935,0.6642495681063123,0.03260361226837802,0.002465994290982767,0.10795631334616118,0.011322918794126939,0.00013793235414570338,0.3609239788116018,0.024340823644525326,0.0005929496556588511,8.26246961676965,1.3134910080900242,1.7354455129698378,7.961353116684549,2.2848353518867452,5.278295758618624,3.802292319980182,5.113587929623003,26.126296999657562,1.3417838338468326,16.497930131404072,275.86445262380994,0.33347402114164904,0.027960253310846006,0.0008797349813389665,0.1795294503171247,0.00996271781781299,0.00010591152894794627,0.11691308245243123,0.0069613254579555355,4.8876865743824e-05,37.973429862041904,4.190537026304289,18.52404944179552,0.119655243128964,0.007481648429289375,5.6672191177719464e-05,-21.48885455394065,2.696050576623477,7.318005901612224,0.27414489217758986,0.01027208400197675,0.00010617343798965892,795.3980061033569,113.59505494444556,13362.405203306118,0.08144799577167017,0.007947371248385484,6.364431849246183e-05,-703.3551806875254,112.58873115600635,12822.480554957037,0.15270174207188156,0.008718014506447748,7.668007873809598e-05,-0.5683283331625566,0.05678359988539421,0.0032232020098435458,-0.8912723640024582,0.11974897471649214,0.014408407386366789,0.43661546716426936,0.019350959192841743,0.0003741109857958525,0.533151539496775,0.03905868179371104,0.001533339650995071,1.480013799402383,0.09483673141721466,0.009172826534207874,0.78460882971183,0.033033158284272605,0.0011000668046779035,3.4040187740040677,0.2725318541021643,0.07542812985395907,1.801420616471432,0.08192059985848286,0.006808953400946279
1,6,97.0,22.633333333333333,-3.6461469473856785e-08,-0.19238864168547262,0.9312246973698953,0.7600754355799928,-0.7743201144947047,0.534565048551116,1.3088851630458205,0.7352826848794344,-0.4740421804707291,36.93561927725493,3.966936805278574,1.5268666666666664,0.871645720310791,0.3209302515652928,-26.966784790072772,179.80421583820697,127.52394311737382,68.81834590495609,25.922564387775356,6.160027781240242,2.3069735465750476,2.7148825209848484,1.045431811853592,-1.8319246233650013,-2.6980018581569927,-0.956255357412226,1.0310326842929944,1.1041379269721514,-0.4241357553384016,-1.7308390041092125,-1.945287573086925,-2.0221540598706613,-3.260025105604265,-5.513321615244972,-7.237646042435683,-7.168118817790252,-5.6063269643353255,-3.950179356495953,1.882337993355666,0.2036766060032006,0.051060327157993246,-1.058325295986344,0.13943342532683356,0.0217136275180334,2.94066328934201,0.3165988788704638,0.12080289950963921,0.2098799999999999,6.991629497576924e-17,5.448840998660368e-33,0.5783985194805195,0.03671019430756233,0.0013464024590992974,0.7532103565891473,0.35526836447444443,0.49619481383346375,0.11628066320549857,0.027736875974658095,0.0019183900532851177,0.3643878258119136,0.02424577876777779,0.000587467051001054,8.08331200417719,1.191314369492831,1.4225448958686095,8.055133249002433,2.3264224071022617,5.510066958568333,1.6279608026708303,5.437112367012851,29.778762485524744,0.3616153906622782,18.794836801075046,372.91061767974094,0.34067077922077915,0.03557990695901941,0.0015167108092426541,0.18061384415584414,0.011453374446458367,0.00016080707775340705,0.11722766233766228,0.007290709429091199,5.521560667903525e-05,37.78306176097046,3.843489298381602,15.652704715934863,0.13728389610389605,0.04374020294823108,0.005885750656097149,-21.291437948017666,3.1757431260754605,11.56619784368127,0.28567948051948056,0.025695366190712315,0.0013332678616966753,789.2333317290262,104.64688549525482,11045.71753270975,0.13309444155844152,0.07618643994395262,0.020352689310170338,-691.0335978700753,106.61468051667455,11409.104651495541,0.15979088311688308,0.010425731317756148,0.00011101929971321162,-0.5625766253021611,0.06856493219711696,0.005247954516744644,-0.8840453076003904,0.12887886784104505,0.016657746632791327,0.47024086285362593,0.1077899813444169,0.03602992267670715,0.7837372339767912,0.4019951224223853,0.5693135812391064,1.419775933760332,0.27068437689521274,0.16104660605774085,0.8441814358806004,0.20828977067364676,0.13594384166586013,3.165155597905271,0.4848613044127792,0.3603649913817758,1.7967352471246838,0.14508903475056664,0.030123223129448644
1,7,97.17647058823528,21.966666666666665,-1.1843976242972878e-07,-0.08510734521415743,0.7467287339045935,0.5577854289011744,-0.5355843857653005,0.27745005571972065,0.8130344414850211,0.8244546676176058,0.38912712628490576,29.549973585743047,4.390503386613309,1.5348666666666664,0.6679880877534966,0.31003986169837566,-45.43646092153479,192.86786254301904,130.59684625361442,64.84757657786707,22.265731641007655,7.309749306731391,6.678552461062662,5.905528605798608,1.0125337033475115,-3.353271997319413,-3.128196536494277,0.04196746645660715,1.7743548744588638,0.4261797020133677,-1.7615557917076134,-2.189453673454242,-1.0579940192342145,-0.6078359188255413,-2.098935605565228,-4.4371779859605684,-5.699991054346444,-5.280725606807493,-4.16193042826436,-3.464414326372996,1.671446439619599,0.2935579053376626,0.0955304467132458,-0.943092439777568,0.19487785036174557,0.0406108308481197,2.614538879397167,0.45103672286672275,0.22361076076009884,0.23063999999999996,4.110600748674642e-17,2.2502565470220466e-33,0.6169556883116885,0.0425748240857073,0.0019061110689829095,0.951023069767442,1.0925474524283472,1.5605956760790825,0.15742312481801035,0.06515720702139531,0.005316388980286362,0.3759504646991329,0.02853289035526054,0.0008605609217215387,6.803211645502421,1.151546343460081,1.3247946967909041,6.826272370882899,2.6656249350530006,7.190695169277637,-2.709558831941133,5.817459161937806,34.07319799167898,-0.7833961733615675,17.92762461469829,420.60789997156337,0.3443867012987012,0.06500427068198239,0.00488683014201379,0.1818185194805195,0.028642876924692005,0.0012677498269522474,0.11397231168831165,0.015045444607938446,0.00035204769235956467,34.229139107054046,4.849849005582069,24.49678423802769,0.18398012987012982,0.11912880574499347,0.018052557986169667,-19.093968541094398,4.634705264430547,23.012625810329716,0.31827974025974026,0.06206632704544929,0.004726933139483813,741.9390679625824,127.94157444011955,17047.17600809392,0.2524722337662337,0.21706145301261134,0.06094474093641419,-657.467022418594,125.76334933749948,16390.538482471555,0.19219974025974026,0.02810061827010082,0.0015965147350311408,-0.5573771985808197,0.1304366698924872,0.021999067249470372,-0.9049656336569633,0.159632376225266,0.027119113692300245,0.5611213262699334,0.27330270239827303,0.09650672360612625,1.2803511735015605,1.0974344486277308,1.5717340924663594,1.2056385023572407,0.5458942090185008,0.37917104535793916,0.9643457939145774,0.5838433398290649,0.43438525634816605,2.3515059437420223,0.85708203732848,0.8479083528054223,1.6949833985088003,0.2944100028410593,0.1015463671744329
1,8,97.1153846153846,20.933333333333337,-6.665859595329191e-08,-0.07497076128742171,0.5990206374788661,0.4397615177014259,-0.4024301939768788,0.20600471173150797,0.6084349057083868,0.8690830207288145,0.7018881150671642,26.892648730719905,4.547018011302664,1.5348666666666664,0.5697777166010289,0.29724219621570896,-66.38050271699363,199.64147270394344,130.71536289456307,60.95921802415405,19.882988589455433,9.232376190994918,10.936976954158373,8.740221029229257,0.9189811520248818,-4.893027431727223,-4.19213692269787,-0.4131143355522713,0.7856714798840665,-1.5493555127731407,-3.813573076151103,-3.262161235424305,-1.1697796434310967,-0.4944179269261988,-1.9987633127575382,-3.789282969835399,-4.110369289776397,-3.348568962602182,-2.9981801945736946,-3.5077991178199803,1.3722250080221134,0.3089775468466513,0.09706018747205344,-0.7457264635603605,0.22778981955796207,0.051851427275831335,2.117951471582474,0.48897977130483655,0.24139996391986973,0.23056,4.121702978920894e-17,2.262582498666125e-33,0.6133342857142858,0.049603089559256575,0.0025721010612244394,0.9519936744186048,1.1088539775723671,1.5590281552656695,0.18890527458484874,0.06751754295545792,0.004940324590428575,0.3786315257056406,0.03324770338503549,0.0011642337742219283,5.555212157317907,1.2558600175317585,1.6066493275288198,4.906231776133557,2.6086052330423324,6.870814356466983,-1.5928954769807215,5.426783014644439,29.745702509098074,-0.719404837897307,8.803925402475333,177.61869918671547,0.33441285714285707,0.08444294552222933,0.007554794040816295,0.17942685714285717,0.04886192338438982,0.0027165947755101766,0.10704971428571425,0.02532608616680518,0.0007501044897958574,27.55091689170252,5.498257047026783,30.21578636079846,0.18891171428571424,0.11818490952413087,0.01765379175510201,-15.679647787258338,4.919228536994531,24.72318361335092,0.3208985714285714,0.0740761564642371,0.005952167591836652,604.1911412803082,149.02277333038288,22708.534109274173,0.25821028571428567,0.22503275287296953,0.05853504473469381,-570.7833960634374,141.08427595197983,20609.896824206044,0.21189857142857146,0.05563927803918474,0.003807692653061202,-0.5762724117669862,0.1816209937697647,0.03787299300613778,-0.9753179971496986,0.21014463452119916,0.04553445967419221,0.5755350525963232,0.2566383170509717,0.07889887254850997,1.2008112733945446,1.0237896355292158,1.3241419212169832,1.1633486995452063,0.4917814417287698,0.27519689332806385,0.9314642057246802,0.6047826601324198,0.4464790801324894,2.1947389130110797,0.925354139934409,0.866903721700766,1.570670574388801,0.36710590448229985,0.14212627066592382
1,9,97.0,21.066666666666663,7.731475189596421e-09,-0.18156813499529392,0.7175997630561817,0.5770840111960455,-0.5494501759491403,0.3994465190951549,0.9488966950442951,0.8328719252791004,0.032336647398447826,33.31267945103398,4.215704747593689,1.5267999999999997,0.6888987730895603,0.3054561698768402,-54.1420554789058,189.09657347317832,129.3891230568695,66.29039776172988,25.335218954759025,10.799086391796294,9.865540092876019,8.517952198698719,2.833188694675237,-2.635408961550866,-3.660674134730537,-1.4545352562774088,-0.0874748428356022,-1.3182327891083732,-3.295845791151936,-3.6465964430283493,-2.4120084033765217,-1.5269336090390584,-2.213654968576086,-3.7353234245833695,-4.624189209025291,-4.417906632369236,-3.81737609825035,-3.497957892786177,1.4790925861993205,0.29522396221517866,0.08761807253667446,-0.7747983820812403,0.2158132140060524,0.04713600008180401,2.253890968280561,0.47177223263599344,0.22403914881440873,0.20979999999999993,7.002731727823174e-17,5.461166950304446e-33,0.5755711428571428,0.04370059411423426,0.0019926057365490953,0.756398511627907,0.39474467616995884,0.4967882734970255,0.15651819334672407,0.03925531551729183,0.0019676641849309846,0.3666051975066428,0.028887018616729664,0.000877984731026582,6.270642382826252,1.3767516067395411,1.932841268887096,5.658648142585975,2.180637490404291,4.860517994465164,1.8837559639660495,4.713778063018239,22.3785436055457,1.59747130724816,17.663071723955134,853.5562649220179,0.32025311688311686,0.06436577214309709,0.0048589785710912055,0.17486423376623372,0.03967298568102682,0.001939987686962337,0.10661958441558438,0.02087225230197194,0.000521146718839557,28.146649192814362,5.635760151322027,31.741982163625728,0.1444944415584415,0.043359724642895135,0.00554350465575979,-16.41389269316634,3.949709494359422,16.208420842198905,0.2879242077922078,0.04444372384980112,0.00280995353685268,573.9168029287174,142.0898252777694,20464.318847558257,0.1440652207792207,0.10151017443902985,0.01964389543666718,-551.5260708826241,125.32412991851427,16256.970478209076,0.18650844155844157,0.04648646081756752,0.0027426086038117685,-0.5901685150455915,0.12905120957417504,0.02162397895065222,-0.9937985863206211,0.20610177369144933,0.04456260246694196,0.49598492743542055,0.10905447102601118,0.02204042898581886,0.7111311959532682,0.362623910373081,0.3581598413646942,1.3756965450758898,0.2796350982415019,0.09239977352862677,0.7975241212421401,0.24540097572024824,0.1489387251136374,2.927970776174462,0.7249103717966292,0.5722707023938759,1.6027924183234137,0.26265090458513707,0.0827966713621758
1,10,97.0,21.4,2.0010019967104627e-08,-0.26884547487471644,0.9133578371505318,0.7620400069980744,-0.7507870593179502,0.5858541490762323,1.3366412083941825,0.781852013431367,-0.5663954255738952,38.56531516736267,3.9393886284040516,1.5175666666666665,0.8607674219054993,0.3196216712262107,-30.74924213193748,180.1849157185035,129.83485888908396,72.45915414561736,29.376300706448323,8.427614750489598,3.614713832157242,3.906353124131542,2.468976777916991,-0.7022990005541037,-2.5894456758784457,-1.9243582892740596,-0.31752846645209737,0.08131114825606178,-1.0757988474510989,-2.471442765468913,-2.985718491773266,-2.879235760257656,-3.1641801851243745,-4.241584234971479,-5.462162010345039,-5.923555878187329,-5.401024016552488,-4.389986797667839,1.7985043554749656,0.2450278945883264,0.06503794992224747,-0.9512442479796374,0.17144043590246272,0.03101586311589717,2.7497486034546026,0.3879762414294735,0.16245339214835713,0.20019999999999988,8.334999357373363e-17,6.940281147593843e-33,0.5538301818181818,0.036535995382887286,0.0013373307107437322,0.6613577674418605,0.03346294211706642,0.0021305655381286615,0.11612298476314734,0.018109326899913708,0.00042309229464460225,0.363500824033664,0.024218832308232206,0.0005868414188563301,7.862320252733336,1.212581734060729,1.5189200611973859,7.73824213776406,1.7691086828425304,3.18557267264497,3.4503309053324616,4.373197793204536,19.162119760838937,7.2178525303431655,42.70023367648353,2285.9850991369285,0.31744745454545453,0.03438795394626865,0.0014479199669421077,0.17380581818181812,0.017682835478460626,0.0004950829090908421,0.11220363636363634,0.010986217994565712,0.00014858128925618842,34.660138058712256,5.0957746214918895,26.994422194019386,0.12065781818181812,0.007806861088117342,6.308647933883087e-05,-20.04085414983302,2.944150735549952,9.328852476075726,0.27338963636363633,0.01699223196597881,0.0004336205289255556,702.5704436133437,129.26619742998247,16969.322853187598,0.08392599999999993,0.022597469761459193,0.0011554098181818058,-637.920330518963,112.53204086868803,12726.694666292608,0.15944781818181814,0.018680732202120978,0.0006404679338842963,-0.5833527420983702,0.06887890443393822,0.005209797524338814,-0.9316503136579704,0.15069128672567522,0.024814287713286323,0.44367613812220574,0.034164373851060206,0.0014975505360715782,0.5190665551119383,0.06137924336122273,0.004871329541437054,1.4984174004789736,0.14586421481319917,0.027241487722820028,0.7662798569460233,0.04755402519278239,0.0031473084278156103,3.406183878651253,0.4511139417318122,0.2488409144495941,1.739130394189817,0.142589600905873,0.023807923862131198
1,11,97.0,21.1,1.90496298934652e-08,-0.298955413699611,0.9779145203007693,0.8232827001541355,-0.824407488631394,0.6435074044139472,1.4679148930453412,0.7601097410183888,-0.7467553202877618,39.43244235395185,3.7828441740810907,1.5268666666666664,0.9965592943789653,0.3237997555445313,-26.20206116076408,177.51094755292303,129.32332715207505,73.31944344740393,29.747454240131972,7.136799649213766,1.1205096125204685,1.6477781914903382,1.4629646551418336,-0.5758774969263172,-2.089792904193902,-1.5091265091360144,0.1809786036959649,0.9704687463404983,0.08440629653483775,-1.538593526901387,-2.610400103796334,-2.867514464729025,-3.0379158222227742,-3.7599020832432624,-4.826638397585446,-5.492703864120979,-5.303527557351208,-4.472417242781706,1.9139885755768222,0.16254460329197812,0.02992662949138942,-1.0235207190673417,0.1297459707479765,0.017410885277739152,2.937509294644163,0.2598585167769838,0.07524257047634676,0.20019999999999988,8.334999357373363e-17,6.940281147593843e-33,0.5485590909090908,0.034494697225418695,0.0011897072066115197,0.6576158139534883,0.012456170297406526,0.0001642162466197258,0.10559752744604778,0.009229536595921713,9.959451763617879e-05,0.3667788343603673,0.023069361903184194,0.00053211655584655,8.503547740798854,0.9866305679581906,0.9842849036718089,8.488210044680942,1.687677877458533,2.918514085440915,4.018775643469971,4.577272671041173,21.027729456394315,8.502461039540858,38.798594864969715,1879.0852181912928,0.31914818181818183,0.024260356365818237,0.000597184892561939,0.17522527272727265,0.01022462513186698,0.00010447930578507391,0.11556618181818176,0.008006376791903897,6.405646280991737e-05,37.57572680087904,3.865205894809516,15.938246598273643,0.11970636363636358,0.006939348499203931,4.810773553719008e-05,-21.568652714618764,1.953247721907144,4.388451966061292,0.2754632727272728,0.010252246214137055,0.00010508938842972092,774.3672485746748,108.84794278898168,12211.389085229657,0.07992854545454539,0.008376473885653957,7.009947107438011e-05,-692.2807877485631,104.32689680504207,10955.071375142998,0.15320599999999993,0.008817242617889395,7.775090909090903e-05,-0.5780483132284567,0.05791374240058732,0.0033520757762779615,-0.9020127400567928,0.1226989283378706,0.015059636620046501,0.4351652563586203,0.02291673565980995,0.0005256059270327353,0.5219618389780154,0.04248748272153589,0.0018069786619645367,1.5081456485433757,0.09889735938749228,0.009785385597133755,0.7826755000245714,0.029214645858718948,0.0008549245761924892,3.4809455222176817,0.31616827374122136,0.10006842535810058,1.8048339884917284,0.10741142508963783,0.011529360205810352
1,12,97.0,21.1,4.012960462965036e-08,-0.29780218174810813,0.979004362899675,0.8258173705843443,-0.8353453445359489,0.646045367814043,1.4813907123499919,0.754625746112337,-0.7768110583587655,39.47761092378415,3.755961990036701,1.5348666666666664,1.0220462998764666,0.3335312106921492,-27.122002166743698,176.57813035965017,128.28846653850763,72.44466062372,29.378196833496624,7.376460343969515,1.717846055086942,2.2182726854355916,1.8185101973687732,-0.32016674262308037,-1.721862749942931,-1.0029344970695062,0.6127002618273865,1.11067615175058,-0.012242561929254034,-1.520477947809952,-2.100346034015578,-1.79053686497986,-1.7127768008266484,-2.6762469644284717,-4.297634080510495,-5.460199798864033,-5.428844377763373,-4.4160830253995655,1.914509981145084,0.12599025241319556,0.01617289601065517,-1.0291621321313886,0.12076670729973463,0.014597188420614212,2.943672113276473,0.20919344115879956,0.04392535202243929,0.20019999999999988,8.334999357373363e-17,6.940281147593843e-33,0.5483856363636364,0.03345493202261878,0.0011184429421487031,0.6572917209302325,0.010455863540428897,0.00010930133910214189,0.10514332177731864,0.006981478338024093,4.975518170262079e-05,0.36683055953495947,0.02238123233306614,0.0005005208156030345,8.530123473861186,0.9124402993469026,0.8319500929637402,8.387331818370704,1.768154684859891,3.2633992167133496,4.1887049007364965,4.7754923153308795,22.86316850043363,3.5892544545362464,14.691893200010641,503.0313105609216,0.320114,0.02551854025423704,0.0006571174545453912,0.17610890909090904,0.010438616011052964,0.00010888869421483258,0.11655163636363627,0.00810109239752949,6.557904132231406e-05,37.73560197436072,3.285379326201207,10.78874655678584,0.12030345454545453,0.006694743093049648,4.494343801652894e-05,-21.595634368398606,1.5576798595549015,2.4248595636724,0.2762085454545455,0.010763379876042317,0.00011605173553715013,775.1173756159837,92.95506480592226,8656.514932131986,0.08026981818181814,0.008025857743763496,6.474505785123962e-05,-702.1291365842045,96.53576959438449,9325.227312338766,0.15321818181818175,0.008033331259686534,6.524224793388425e-05,-0.5767435977242817,0.05986416163692425,0.0035826166114574145,-0.9122216257698834,0.11521379730709774,0.013308683488644146,0.43624176579533885,0.02290671462966987,0.0005253895061035999,0.5241271781838733,0.040732762471134415,0.0016611443182847256,1.5082705653563606,0.09338277998090286,0.00872652606284148,0.7863772950647565,0.0285709474188849,0.0008164943732941325,3.472368989722399,0.3036117150528452,0.09211282148819666,1.8089142490808126,0.10597598108008827,0.011220219040979385
